ward	name
1 - Rathmalkandura	Liyana Pedige Ajith Padmasiri
2 - Namalgama	Samarasingha Arachchilage Don Vesly Chamara Piyantha
3 -	Herath Mudiyanselage Herath Munaweera
4 - Bakmeedeniya	Krishnadasa Mudiyanselage Amara Kumarihami Jayawardhana
5 - Dehiaththakandiya	Rajapaksha Devayalage Sugathapala
6 - Kadirapura	Weerasingha Mudiyanselage Jayantha Balasooriya
7 - Mawanawela	Thissa Kuttige Piyadasa
8 - Kudagala	Herath Mudiyanselage Maduka Lakshan Pemarathna
9 - sooriyapokuna	Watukaralage Surangi Amarasinghe
10 -	Singhethilakage Mahinda Wijerathna Singhathilaka
11 - Nagaswewa	Balasooriya Panditha Gedara Pemawathi
12 - Vijayapura	Ekanayaka Mudiyanselage ukku Bandara
13 - Salpitigama	Konara Mudiyanselage Wasantha Kumara Chandrarathna Bandara
14 - Lihiniyagama	Gata Muruthte Gamaralalage Anura Disanayaka
15 - Sandamadulla	Herath Mudiyanselage Gamunu Harshapriya Herath
16 - Uththalapura	Rajapaksha Pallegedara Udayakumara
17 - Sandunpura	Bandara Gedara Jayasundara Mudiyanselage Rajarathna
18 - Kudagama	Garthi punchi Hewage Asanka Neel Chandika Kumara
19 - Nawamedagama	Matiwala Kubure Muthunkoth Gedara Senevirathna
20 - Wewagama	Ranaweerage Pubudu Maduranga Ranweera
21 - Henanigala	Kunankkara Durayalage Maytripala
21 - Henanigala	Gikiyana Patiranalage Lakmal Hemantha
22 - Wewmedagama	Athapattu Gedara Jayarath Bandara
