ward	name
1 - Godagandeniya	Bamunu Mudiyanselage Premawathi
2 - Peradeniya	Matiwala Gedara Sujeewa Namal Ranathunga
3 - Mahakanda	Amunugama Ranasingha Mudiyanselage Thushara Chaminda Senevirathna
4 - Ogastawatta	Liyana Athukoralage Uditha Priyantha Perera
5 - Bowala	Mudiyanselage Nishshanka
6 - Hanthana	Samayamuttu Rajakandiban
7 - Ampitiya Udagama	Devendra Wijendra Champa Manori Kulasekara
8 - Thennekumbura	Ranasigha Appuhamilage Sarath Sisira Kumara
9 - Wewathenna	Vithanage Don Antony
10 - Ulpathakumbura	Aluth Gedara Pradeep Dhammika
11 - Ketawala Lewla	Ahangama Dona Kamani Arudalatha Liyanage
12 - Gurudeniya East	Dissanayaka Mudiyanselage Priyanka Dhananjaya Dissanayaka
13 - Maligathenna	Dulaj Eranda Liyanage
