ward	name
1 - Egoda waleboda	Maranthotage Manjula Prasad Kumara
2 - Rassagala	Dasanayaka Dinuka Laksiri Dasanayaka
3 - Ellewatta	Mawathage Nihal Vijeananda
4 - Meddekanda	Nayimmana Hewage Wayaman
5 - Massenna	Udullage Susantha Munasingha
6 - Balangoda	Rathnasami Niththiya Kumar
7 - Pallekanda	Gurubawlage Sampath Nuwan Kumara
8 - Ellepola	Wimalasiri Wanigasingha
9 - Mawela	Gamaethige Chandana Asoka
10 - Kirimetitenna	Kuruppu Arachchilage Asanka Wijewardhana
11 - Dehigastalawa	Mohamad Anvar Mohamad Sifardeen
12 - Yahalawela	Hetti Arachchige Prabhath Senaka
13 - Wikiliya	Asamanage Seetha Malanee
14 - Bowatta	Paragahathota Liyanage Dinesh Darshana Liyanage
15 - Damahana	Chandrasekaralage Udara Sathyapriya Chandrasekara
16 - Mahawalatenna	Wegapitiye Withanaralalage Vindya Gangani Kumarikarathna
17 - Rajawaka	Polwaththa Liyanage Jagath Munasingha Liyanage
18 - Diyawinna	Okanda Polage Priyanthi Chandrakumari
19 - Tanjantenna	Hetti Basnayakalage Wasantha Basnayaka
20 - Kalthota	Amarasingha Arachchige Nishantha Amarasingha
21 - Medabedda	Binaragama Cornelis Appuhamilage Nimal Aruna Sri Dharmadasa
