ward	name
1 - Egoda waleboda	Heen Balage Hema Jayanthi Dissanayaka
2 - Rassagala	Thalagaha Arawe Sanath Nandasiri Karunathilaka
3 - Ellewatta	Egoda Mahathenne Ranawaka Malith Jayasena
4 - Meddekanda	Meddakanda Pananage Rathnasiri
5 - Massenna	Uhulanage Roland Samaranayaka
6 - Balangoda	Subramaniyam Vijayakumaran
7 - Pallekanda	Thembulande Manannalage Gihan Prasad Wimalasiri
8 - Ellepola	Bandara Waththe Nandawathee
9 - Mawela	Wannige Chathurika Indrani Gunasingha
10 - Kirimetitenna	Pankandurugama Rathuappulage Susantha Piyal Weerasuriya
11 - Dehigastalawa	Abdul Kareem Mohammudu Iqbar
12 - Yahalawela	Amarasena Gallindawaththa
13 - Wikiliya	Sinnayiya Chandrasena alias Thennakon Wanninayaka Mudiyanselage Chandrasena
14 - Bowatta	Lankabharana Kapuralalage Daham Gunasekara
15 - Damahana	Wanasekara Arachchilage Sunil Ranasingha
16 - Mahawalatenna	Bopitiya Widanalage Priyanka Chandrani Nandarathna
17 - Rajawaka	Wannaku Muhandiramalage Vajira Geethani Weerasena
18 - Diyawinna	Rathnayaka Mudiyanselaga Dilhani Sudarshi Rathnayaka
19 - Tanjantenna	Wilegoda Kankanamalage Don Roshan Christy
20 - Kalthota	Thennakon Mudiyanselage Sarath Thennakon
21 - Medabedda	Maggona Gurunnanselage Geetha Roshani Perera
