ward	name
1 - Egoda waleboda	Bolthumbe Wathukarage Thushara Kumara
2 - Rassagala	Edirisingha Arachchige Don Vilbert
3 - Ellewatta	Maddekande Bambarakotuwa Gunarathna
4 - Meddekanda	Kiriyakattadiyalage Kasun Hansa Lakmal
5 - Massenna	Uhulanage Indika Karunarathana
6 - Balangoda	Wanigasekarage Chandrika
7 - Pallekanda	Gurubavilage Rajitha Priyashantha
8 - Ellepola	Arambagedara Panduka Priyantha Ekanayaka
9 - Mawela	Mawelage Nishantha Kithsiri
10 - Kirimetitenna	Hewendenige Manel
11 - Dehigastalawa	Karal Udaya Kumara
12 - Yahalawela	Wedisingha Archchige Jayantha Sri Lal Wijesingha
13 - Wikiliya	Waraka Dande Dissanayaka Mudiyanselage Udaya Indika Kumara Dissanayaka
14 - Bowatta	Gallewaththe Premarathna
15 - Damahana	Patabadige Anushka Madhuwanthi Patabadige
16 - Mahawalatenna	Haputhanthirige Dulantha Sampath Haputhantiri
17 - Rajawaka	Bamunu Achchige Dissanayaka
18 - Diyawinna	Puhula Waththe Darmadasa
19 - Tanjantenna	Medawela Gamaralalage Pushpakumara Medawela
20 - Kalthota	Balapitiya Liyana Arachchige Dhanuska Nandasiri
21 - Medabedda	Palle Kumbura Wadudurage Jagath Nilantha Kumara
