ward	name
1 - Batadura	Hewa Me Ellage Gaminee
2 - Wijayagama	Samarawitharana Asanka
3 - Beralapanathara	Batuwaththege Prabhath Krishantha
4 - Pattigala	Wickrma Arachchi Paththuwage Gaminee
5 - Ginnaliya	Sathara Sinhage Jayasekara
6 - Urubokka	Koralegam Pathirage Upul Priyantha
7 - Keeripitiya	Liyanage Ajith Kumara
8 - Kirilipana	Rubasin Siriwardhana Nimal
9 - Bengamuwa	Charitha Chandimal Ishwarage
10 - Dampahala	Kasakara Dewala Annakkage Shanika Srimali
11 - Heegoda	Yaggahavitage Nimal
12 - Pasgoda	Wijemunige Wijesiri
13 - Andaluwa	Bamunusing Abeywardhana Lasantha Duleep Kumara
14 - Rotumba	Rejie Prabhad Sooriyawelage
15 - Panakaduwa	Manel Dilrukshi Siriwardhana
16 - Mawarala	Laleendra Wickramarathna Kuruppu Nanayakkara
