ward	name
1 - Batadura	Hikkaduwa Gamage Ramani
2 - Wijayagama	Hininduma Acharige Sujith Priyantha
3 - Beralapanathara	Sarath Ekanayake
4 - Pattigala	Walakada Athawudage Sanjeewa
5 - Ginnaliya	Manage Chandana Karunathilake
6 - Urubokka	Yaggahavitage Pemil Roshan
7 - Keeripitiya	Abeysinghage Krishantha
8 - Kirilipana	Korale Kankanamge Ajith Sisira Kumara
9 - Bengamuwa	Weerathun Arachchige Dimuthu Prashan
10 - Dampahala	Aluthge Sunil
11 - Heegoda	Hewa Rangamage Vijitha Kumara
12 - Pasgoda	Muramudalige Sudath
13 - Andaluwa	Malavi Pathiranage Chandrarathna
14 - Rotumba	Rajapaksha Kankanamge Neetha Sandamali
15 - Panakaduwa	Indika Prasath Malavisooriya
16 - Mawarala	Jacin Kandege Premasinghe
