ward	name
1 - Hapurudeniya	Kellapatha Vithanage Soban Indrajith Kellapatha
1 - Hapurudeniya	Samarasinghe Arachchige Priyantha Samarasinghe
2 - Hiramadagama	Thalagahage Piyathilaka
3 - Alpitiya	Henagge Vidanelage Ruwan Sampath Wijerathna
4 - Kawduwawa	Bulathsinhala Saman Ishara Jayarathna
5 - Galahitiya	Gunarathna Arachchilage Isanka Udyanganee Gunarathna
6 - Godakawela	Ganegodage Harsha Kumara
7 - Niyangama	Damahanage Kalyana Wasantha Thilaka
8 - Balawinna	Thamil Arasan Krishna Kumar
9 - Thabagamuwa	Wanni Arachchilage Dharamadasa
10 - Dambawinna	Buluwana Manannalage Kasun Ranga Ariyadaasa
11 - Malwatta	Herath Mudiyanselage Lalith Kumaara
12 - Masimbula	Mohommadu Sali Mohommadu Haneefa
12 - Masimbula	Manannalage Chandrika Hettiarachchi
13 - Horamula	Selambaram Darashan
14 - Kottala	Aarumugam Saroja
15 - Rakwana Town	Buluwana Manannalage Piydasa
16 - Rakwana North	Ramasami Muththusami
