ward	name
1 - Hapurudeniya	Perumal Wickramasingham
1 - Hapurudeniya	Thenanhami Mudiyanselage Shanika Dilhani
2 - Hiramadagama	Nanayakkara wasam Appuhamilage Don Gamini Sarath Kumara
3 - Alpitiya	Chandima Ruwan Munasinghe Dissanayake
4 - Kawduwawa	Kankanam Gamage Don Kaushalya Jaya Srinath
5 - Galahitiya	Ranabahu Sunil Aruna Shantha
6 - Godakawela	Disanayaka Koralage Sanka Chamara Disanayaka
7 - Niyangama	Agampodige Upul Wjithasiri Randeniya
8 - Balawinna	Thennakoon Mudiyanselage Udaya Shantha Thennakoon
9 - Thabagamuwa	Brahmanage Gunarathna
10 - Dambawinna	Raddurage Senevirathna
11 - Malwatta	Getagahawaththe Sumith Anuruddha
12 - Masimbula	Rajamanikkam Gunaseelan
12 - Masimbula	Disanayaka Mudiyanselage Durmathee Nadeeka Disanayaka
13 - Horamula	Selwanayagam Christy Jodi
14 - Kottala	Mathota Arachchilage Gunasena Morapitige
15 - Rakwana Town	Chaminda Roshana Delpagoda
16 - Rakwana North	Abdul Wahab Shiras Mohomad
