ward	name
1 -	Sembukuutti Kankanamge Manuka Saman Kumara Fernando
2 -	Kannangara Koralage Kivisara Jayasanka Kannangara
3 -	Ranaweera Pathiranage Nevil Fernando
4 -	Kottegoda Vithanalage Kithsiri Senewirathna
5 -	Migunthenna Kariyakarawanage Dona Karunawathie
6 -	Kulappu Thanthrige Anura Saman Kumara
7 -	Mallawarachchige Nayana Manel Mallawarachchi
8 -	Kuruppu Achchige Don Pemadasa
9 -	Athula Darmawansa Hettiarachchi
10 -	Miyuru Nadeesha Kannangara
11 -	Kalawila Vithanage Nalaka Tharanga Samarawickrama
12 -	Disanayaka Mudiyanselage Piyathilaka Disanayeka
13 -	Arumapperuma Arachchige Samith Lakmal Gunarathna
14 -	Upulsiri Kumara Jayasinghe
