ward	name
1 - Akmeemana	Kodithuwakku Kankanamge Hemathilaka
2 - Bandungoda	Thiranjanee Devika Dias Nagahawatta
3 - Ihalagoda	Wedikandage Dammika Sampath
4 - Ihalagoda Colony	Abhaya Samarasekara
5 - Hiyare north	Lebuna Hewage Malani Damayanthi
6 - Hiyare East	Jayaweera Kankanange Priyanka
7 - Halgasmulla	Idigahawala Gamage Chaminda
8 - Pinandoowa	G.D.D. Dewapriya
9 - Walahanduwa	Kaggoda Thanthrige Kithsiri Dharmarathna
10 - Anangoda	Don Anura Dharamadasa Kariyawasam
11 - Haliwala	Malalagama Hewage Jagath Ranjan
11 - Haliwala	Indigahawela Gamage Eranda Kumara
12 - Yatagama	Hewa Gamage Nayana Chandima
13 - melegoda	Hikkaduwa Kariyawasam Gamage Nimalsiri
14 - Pilana	Kaludewage Dilan Sampath Silva
15 - Metaramba	Happawana Vithange Priyantha
