ward	name
1 - Akmeemana	Kodithuwakku Kankanamge Manoj Prasanna
2 - Bandungoda	Ellawala Liyanage Chandrasiri
3 - Ihalagoda	Uswaththa Liyanage Kamal Chaminda Perera
4 - Ihalagoda Colony	Jayasingha Arachchige Jayathilaka
5 - Hiyare north	Andovita Gamage Sarath Kumara
6 - Hiyare East	Hirimbura Balage Chaminda Saman Kumara
7 - Halgasmulla	Lakshima Nayomi Ranaweera Jayawardhana
8 - Pinandoowa	Paragaha Waththage Priyantha
9 - Walahanduwa	Umagaliye Gamage Punyasiri Rupasingha
10 - Anangoda	Thanthri Hewa Chandrakeerthi Rajarathna
11 - Haliwala	Eariwara Hewage Lakshman
11 - Haliwala	Kahaduwa Arachchige Chaminda Prabhath
12 - Yatagama	Melagodage Gayan Hiroshan Lional
13 - melegoda	Dikkumburage Manori Dilrukshi
14 - Pilana	Maliduwa Liyange Charitha Viraj Liyange
15 - Metaramba	Mahadurage Preethi Gamini
