ward	name
1 - Ratnapura New Town	Jayasundara Mudiyanselage Channa Nilanga Senaka Bandara
2 - Kospelawinna	Muthukorala Thanthrige Sarath Wasantha
3 - Mihindugama	Matara Arachchi Widanalage Nalin Raveendra Wijayagunawardhana
3 - Mihindugama	Mohammadu Jemaldeen Mohammadu Siham
4 - Weralupa	Dehiwala Liyanage Sumudu Sewwandika Chandrasiri
5 - Dewalegaawa	Athuraliya Gamage Kavishka Dhananjaya
6 - Muwagama	Kaluthanthrige Ishan Udayanga Jayanath
7 - Ratnapur Town West	Munasinghe Arachchige Lakshman
8 - Ratnapur Town North	Hiripitiyalage Chaminda Vishva Kumara
9 - Godigamuwa	Don Jagath Nevil Andradi
10 - Angammana	Wijesingha Disanayakalage Don Nihal Crit Disanayaka
11 - Thiriwanaketiya	Rathnayakage Amal Suranga
12 - Batugedara	Tharindu Darshana Munasinghe
13 - Mudduwa	Dona Kumudunee Champa Perera Jayathilaka
14 - Samagipura	Ahangama Merinchilage Cyril De Silva
