ward	name
1 - kadawadduwa	Liyanagama Kankanamge Bandhuwathi
2 - Uda aparakka	Ruwan Pathiranage Dhanushka Nuwan? Piyadarshi
3 - Pathegama	Devundara Gamage Rohan Priyangika Chandhimal
4 - Naotunna	Sihamuni Sudharshanie Priyadharshika Dhamayanthi Mendis Wijesiriwardhana
5 - Thalalla North	Hewa Heliyagoda Kankanamge Upul
6 - Thalalla	Sudhusinha Ajith Priyankara
7 - Kapugama	Sujeewa Wedhage
8 - Kapugama West	Patabedhi Madhdhumage Ajith
9 - Devinuwara	Wanigabadhuge Dimuthu Sri Kelum
10 - Devinuwara Point	Madhdhuma Patabedhige Jagath Padhmathilaka
11 - Kapugama East	Thuppahi Badhuge Sunil
12 - Gandara	Loku Marakkalage Chandana Prasad
