ward	name
1 -	Suresh Chinthaka Dayanath Silva Mathias Pulle
1 -	Senevirathna Pathiranalage Ishara Madhuwanthi
2 -	Ann Ayesha Harshanee Hathwick
3 -	Merwin Lesli Peris Jeramias Pulle
4 -	Meemanage Lasntha Deepal Roashan Peris
5 -	Sasheendra Devin Peris
6 -	Devamuni Gimhana Shehan Chathuranga
7 -	Jayakodi Arachchige Don George Asitha Niroshan
8 -	Nishshanka Anura Kumarasiri
9 -	Thuwan Harsha Rukshan
10 -	Waththalage Merina Krisanthi Fernando
11 -	Maheepala Mudalige Merian Disna Kumudunee Paris Karunarathna
12 -	Salpadoruge Priyantha Ajith Kumara Fernando
13 -	Jayaweerage Lakith Niranga Jayaweera Fernando
14 -	Paththage Surinda Ruwan Manoj Fernando
15 -	Kuranage Dilip Sanee Merwin Perera
16 -	Manikkuge Gayan Prashantha De Silva Jayathilaka
17 -	Kalinga Nuwan Kumarasinghe Silva
18 -	Kadupitige Dilantha Indrajith Silva
19 -	Lokupothagamage Don Raveendra Dhammika Kumara De Willium
20 -	Kachchakaduge Rohitha Jude Udaya Kumara Fernando
21 -	Ranamukage Buddhika Lakshani Pieris
22 -	Kachchakaduge Jagath Priyantha Fernando
23 -	Melani Rose Fereira
24 -	Kaludura Mahanama Gunawardana
