ward	name
1 -	Jerom Nirmal Sujith Josheph
1 -	Mahanthe Waduge Indunil Chaminda
2 -	Jayakodi Mohotti appuhamilage Namal Prasanna Jayakodi
3 -	Jayakodi Arachchige Don Chaminda Paris
4 -	Ilandari Pura Devage Nishani Iresha Jayakodi
5 -	Lesli Fernando Pulle
6 -	Adikari Heeraluge Don Gladwin Quintas
7 -	Keerthisena Munasinghe
8 -	Jayasinghe Arachchilage Ajith Priyadarshana Appuhami
9 -	Dona Manuwel Andradee Mudiyanselage Nimesha Jayanali Andradee
10 -	Don Davith Chandrapala
11 -	Rajapaksha Mohottilage Nalin Sudarshana Samaradiwakara
12 -	Wijenayaka Pathiranage Chaminda Rohitha
13 -	Ranasinghe Arachchige Kanchana Perera
14 -	Sembuge Don Chamara Dinusha Fonseka
15 -	Thalaththani Ralalage Kumarasiri Gunawardhana
16 -	Kadupitige Asanka Naweendra Silva
17 -	Naranapiti Pathirannahalage Janith Chanaka
18 -	Raththaran Handi Ranjith Wimalasoma Silva
19 -	Pulukkuttiralalage Sasindu Anuradha Perera
20 -	Don Ajantha Srijith Panditharathna
21 -	Iluppulu Mudiyanselage Kusuma Latha
22 -	Kiripitige Ruwan Jayarathna Roval
23 -	Warnakulasooriya Anton Shriraj Thisera
24 -	Manchanayaka Appuhamillage Chithrani Manchanayaka
