ward	name
1 - Uduwela	Karupiah Sundaralingam
2 - Monarangala	Balakrishnam Saruweswaran
3 - Uduwela Pallegama	Samban sadhasivam
4 - Hippola	Muralidaran Dhanajayam
5 - Butawatta	Jerald Matilda Stanley
6 - Kapuliyadda	Kuppan Kumaresan
7 - Mailapitiya	Karupiah Shanmuganathan
8 - Bolepe	Sawariyar Gabriyel
9 - Ankelipitiya	Ramaiya Nagalingam
10 - Ethulgama	Rajeswary Subendiran
11 - Ratemulla	Karuppaiya Thangaraj
12 - Perawatta	Perumal Karmigan
13 - Nugaliyadda	Sanmugam Kamaladasan
14 - Medagama	Govindaraj Nagalingam
15 - Marassana	Kanagarathnam Kukendran
16 - Hewawissa	Subramaniyam Segan
17 - Bopitiya	Thiruppathi Geedhanjali
18 - Maussawa	Mohan Sasikala
19 - Udadeltota	Loganathan Muralidaran
19 - Udadeltota	Padikasan Wimalan
20 - Deltota	Kadiravel Gajendran
21 - Pattiyagama	Moorthi Ravindran
22 - Kolabissa	Mayalagu Kumendhiran
23 - Gabadagama Karagaskada	Sadanandan Darshika
23 - Gabadagama Karagaskada	Velusamy Arumugam
