ward	name
1 - Hakamuwa	Hemachandra Pathiranage Rohitha Dayananda
2 - Niralgama	Poruwala Kankanamalage Udaya Kumara
3 - Pottakanda	Wanniya Waththalage Muditha Neranjan Manjula Kumara
4 - Marapana	Wanniyawaththa Dawukaralage Nadeeka
5 - Maudella	Wanniya Waththalage Mohan Manjula
6 - Welimaluwa	Nasnaran Pathiranage Upul Kumara
7 - Bopetta	Kanuhenawaththa Kapuge Jayantha Ranjan Hemachandra
8 - Berenduwa	Gallassapola Koratuwegedara Sumedha Lakmal
9 - Lellopitiya	Lellupitiya Solinge Dayal Chaminda Kumara
10 - Dewalegama	Bogahawaththe Gedara Lal Bandara
11 - Denawaka Pathakada	Elapathage Karunarathna
12 - Godagama	Ravindra Namal Kalubowila
13 - Ganegama	Palle Beddage Wimalaweera Sugathadasa
14 - Kuttapitiya	Hettiya Deniye Piyal Sagara
15 - Denawaka Udakada	Imal Roshaka Athukorala
16 - Pelmadulla	Jayaweera Gamaethi Ralalage Brahmanawaththe Thamara Kumari Jayaweera
17 - Bopitiya	Dippitigala Hewayalage Lakmali Hewage
18 - Poronuwa	Dewamullage Palitha Perera
19 - Panawenna	Udawela Nawellage Sarath Nishantha Wickramarathna
19 - Panawenna	Ranasinghe Arachchige Nihal Thilakarathna
20 - Borala	Ranamukha Rajapaksha Pathiranage Suranga Krishantha
21 - Kattange	Weththasinghelage Bupalnama Harishchandra
