ward	name
1 - Hakamuwa	Horangala Dassanayakage Susantha Sujeewa
2 - Niralgama	Elapathage Chandima Dharmapriya Elaphatha
3 - Pottakanda	Konganeege Shinath Anthony
4 - Marapana	Maththaka Gamage Priyantha Gamini Jayasinghe
5 - Maudella	Mallika Arachchige Priyantha Chandralal Perera
6 - Welimaluwa	Siriwardhana Kankanamalage Ajith Siriwardhana
7 - Bopetta	Maha Baththanaralalage Kelum Kumarawansa
8 - Berenduwa	Bandara Arachchilage Indika
9 - Lellopitiya	Mahagani Arachchige Manoj Hemantha Perera
10 - Dewalegama	Heraliyawaththa Kiriyalage Kularathne
11 - Denawaka Pathakada	Kodithuwakku Arachchillaya Dikshan Hemachandra
12 - Godagama	Gedara Waththalage Ganesha Hemamali Madhusanka
13 - Ganegama	Dela Vidanelage Pradeep Darshana Ruwan Kumara
14 - Kuttapitiya	Hetti Arachchige Lakshman Premarathna
15 - Denawaka Udakada	Buddharachchilage Nishantha Kumara Buddharachchi
16 - Pelmadulla	Subarath Millaniyage Upali Jayarathna
17 - Bopitiya	Hettigoda Gamaethige Nalin Senaka Magammana
18 - Poronuwa	Bogahahena Manannalage Wimal Samarathunga
19 - Panawenna	Ranwalage Sunitha Pushpakumari Pemarathna
19 - Panawenna	Horagoda Kankanamlage Suresha Horagoda
20 - Borala	Kudaralalage Ajith Priyantha Kumara
21 - Kattange	Hetti Arachchilage Yohan Dinusha
