ward	name
1 -	Vidana Ralalage Anula kumari
2 -	Pulhiri Henayalage Ranage Gunarathna
3 -	Herath Mudiyanselage Jayasena
4 -	Herath Mudiyanselage Dinadasa Herath
5 -	Udumalebbe Abdullah Asam
6 -	Rajakaruna Herath Mudiyanselage Jeewanthi Rajakaruna
7 -	Wanninayaka Mudiyanselage Sajiwani Pramila Wanninayaka
8 -	Wanninayaka Mudiyanselage Kiribanda
9 -	Arampath Mudiyanselage Madduma Bandara
10 -	Thennakoon Mudiyanselage Anura Thennakoon
11 -	Sri Ranga Warna singha Aththanayaka Bamunu Mudiyanselage Sunanda Dhammika Samarakoon
12 -	Ekanayaka Mudiyanselage Pradeep Kumara Ekanayaka
13 -	Muthu Krisnage Pemathilaka
14 -	Rasnayakea Mudiyanselage Palitha Sanjeewa Rasnayaka
15 -	Mohottalalage Roy Nishantha Bandara
16 -	Disanayaka Mudiyanselage Ananda Bandara Disanayaka
17 -	Herath Mudiyanselage Aruna Gnanasiri Herath
18 -	Semasingha Nawarathna Chandrasekara Wanninayaka Mudiyanselage Dayarathna Wanninayaka
19 -	Udadeni Pathirannahalage Chandana Thushitha Kumara Pathirana
20 -	Jayasundara Mudiyanselage Kithsiri Bandara
21 -	Rasnayaka Mudiyanselage Somarathna
