ward	name
1 - Galphilla	T G Indrani Sirithunga
2 - Nrmpnawa	N A G J Nammuni Arachchi
3 - Maluwagama	W M Tikiri Banda
4 - Deliwalatna	N A Pawani Dasunika Nammuni Arachchi
5 - Udagama	Thalwadam Gedara Sunil Shantha
6 - Hurekaduwa	Karanek Kumarage Wijitha Aberathne
7 - Menikhinna	H D Sisira Jayasinghe
8 - Malpana	Ranjith Meegammana
9 - Kubukkadura	Kodithuwakku Arachchige Ishara Ranga Jeewa
10 - Rajawlla	Muthumuni Samantha Priyadarshana
11 - Wejyasrigama	W.G.Ajith Weerasinghe
12 - Abakote	T.G.Chandralatha
13 - Balagolla	Ojirkhan Nawass
14 - Kanglla	R.A.D.C .Prasad Ranasinghe
15 - Kundasale South Nituletenna	R.M.Nammuni Arachchi
15 - Kundasale South Nituletenna	Dhammika Wasantha G Punchihewa
16 - Dambarawa	Isurupura Siddhartha Thero
17 - Amunugama	S.M.Senarath Samarakoon
18 - Gunapana	H.M.K.Amaya Herath
19 - Gabadagama	W.M.Ranjith Bandara
20 - Serimalwtta	W M Susantha Bandara Wijekoon
21 - Degaldoruwa	Ashan Rajitha Davis
22 - Mahawtta	Jayantha Mallika Arachchi
23 - Glmaduwa	Nawarathna Patabendalage Gedara Wijendra
24 - Kundasalya north	Pihilla Kankanamlage Janaka Lakmal
