ward	name
1 - Galphilla	Bandara Pussellawe
2 - Nrmpnawa	Yaman Gedara alias Mudunkoth Gedara Lalchandra Kumara
3 - Maluwagama	Mirahalgoda Gedara Madhusha Priyadharshani Munasinghe
4 - Deliwalatna	Wadugedara Nandasiri
5 - Udagama	Ankeli Pattiye Gedara Jinadasa
6 - Hurekaduwa	Randiwela Arachchilage Dhanushka Nimantha Randiwela
7 - Menikhinna	Wadugedara Nimal Karunathilaka
8 - Malpana	Wadugedara Indika Kaweendra Dharmasena
9 - Kubukkadura	Bodhiya Marakkala Patabendige Dhananjaya Kavidu Rangana Silva
10 - Rajawlla	Dewayalage Pemalatha
11 - Wejyasrigama	Rajarathnam Richard Berwan
12 - Abakote	Deenamithra Gedara Kamala Kumari Sundararathne
13 - Balagolla	Godelle Gedara Sumanaratne Banda
14 - Kanglla	Rantheth Gedara Upul Kumara Anurasiri
15 - Kundasale South Nituletenna	Mallika Malkanthi Weerasooriya
15 - Kundasale South Nituletenna	Kodippuli Arachchige Nirosha Anuruddika
16 - Dambarawa	Morawakalage Chandrasiri Kumara Morawaka
17 - Amunugama	Herath Mudiyanselage Rohini
18 - Gunapana	Banduwathi Bamunawita Gamage
19 - Gabadagama	Pathiranage Lahiru Saranga Pathirana
20 - Serimalwtta	Kodithuwakku Arachchige Eashani Upeksha Kodithuwakku
21 - Degaldoruwa	Pathahagawa Gedara Prabhath Daya Nandana Naranpanawa
22 - Mahawtta	Paranawaththe Gedara Champika Gunarathne
23 - Glmaduwa	Pahala Waththe Gedara Irin
24 - Kundasalya north	Sesath Gedara Prabha Madushani Wijedasa
