ward	name
1 - Kalvayal	Thuraisingam Kaneskumar
2 - Chavakachcheri North	Subpiramaniyam Nithikesan
3 - Manduvil	Kirubananthan Thanapathy
4 - Meesalai West	Subpiramaniyam Mahinthan
5 - Meesalai East	Varenthiran Pirakash
6 - Sankathanai	Jeyabalasuntharam Sanjeevkumar
7 - Chavakachcheri Town	Ariyanayagam Jeyasanthiran
8 - Nunavil East - Central	Magathevan Nadanathevan
9 - Nunavil West	Kalaiyarasi Vijayaratnam
10 - Kovilkudiyiruppu -Sea	Balasuntharam Uthayasanthar
11 - Kovilkudiyiruppu - A (Land side)	Veerasingam Vijayenthiran
