ward	name
1 - Holyrood	Munasinghe Arachchilage Charlis Silva
2 - Thalawakelle	Meepe Mohotti Mudalige Savineetha
3 - Thalawakelle South	Nelenthige Rangashan Madusanka
3 - Thalawakelle South	Sadiris Arachchilage Asitha Pathum Maduranga
4 - Bandaranayake	Ariyapala Weerakoon Rathnayake
5 - Lindula	Mahadevan Sathaiah
5 - Lindula	Ranaweera Arachchige Janaka
