ward	name
1 - Galabadawathta	Weeran Shanmuganadan
2 - Rangala	Periyan Yesu
3 - Makuldeniya	Stevan Sinnajappen
4 - Werapitiya	Thiyagaraja Sekar
5 - Putuhapuwa	Narayanan Chandramohan
6 - Watapana	Selvaratnam Sivanathan
7 - Ellepola	Selvanathan Kumaravel
8 - karalliyadda	Mari Appan Mailwaganam
9 - Rambukwella	Sathasiwam Vishwanathan
10 - Amupitiya	Periyasami Chandrasekara
11 - Udispathtuwa	Periyann Umadewan
12 - Poddalgoda	Selladorei Ravichandran
13 - Retiyagama	Iswaran Pushpanathan
14 - Rambukpotha	Loganathan Pradeep Kumaran
15 - Medamahanuwara	Anandaraja Thyagaraja
16 - Wegala	Katupulle Gedara Sujatha
17 - Senarathwela	Nadesan Sadees Kumar
18 - Ambale	Periyan Mari Amma
19 - wendarawa	Duraisamy Viththiyamalar
