ward	name
1 - Komari-01	Sadayan Raveenthira Kumar
2 - Komari. 2	Aboobucker Arafa Nona
3 - Hidayapuram	Seyyathu Husain Moulana Ahamed Musthak Moulana
4 -	Nagoorthambi Cassimbawa
5 - Vattiveli	Aboobucker Rinosha
6 -	Abdul Cader Abdul Wahab
7 - Sinnapudukudiiruppu	Ahemedu Lebbei Mohamed Anifa
8 - Maduranchenei	Mohammed Siddik Mohammed Shifkan
9 -	Mohammed Ibrahim Mahtheer Saheed
10 - Kalapukattu	Sihabdeen Mohammed Riyas
11 -	Sikkanthor Abdul Kareem Mohammed Aboothahir
12 -	Lapeer Fawas
