ward	name
1 - Komari-01	Atham Kandu Noordeen Karima
2 - Komari. 2	Abdul Azees Mohammathu Nowpal Riswan
3 - Hidayapuram	Muhaiyadeen Bawa Alavudeen
4 -	Meera Muhaiyadeen Abdul Azees
5 - Vattiveli	Meera Lebbe Mohammathu Nalim
6 -	Ismail Faizal
7 - Sinnapudukudiiruppu	Meerasahivu Muhammathaliyar
8 - Maduranchenei	Abdul Azees Mohamath Thansees
9 -	Abdul Kuththoos Mohammathu Ihshan
10 - Kalapukattu	Kalandar Mohammathu Sakkariya
11 -	Muhammathismail Kairunnisa
12 -	Abdul Azees Abdul Haapil
