ward	name
1 -	NATKUNAM PATHMANATHAN
2 -	KANTHASAMY IRASAN
3 -	NADESAN NILANTHINI
4 -	YOGANATHAN NITHARSHINI
5 -	ANTONY ROMENSON WATHLET
6 -	JENITTAN AVUSKON
7 -	JOSEPH WETRAPURON
8 -	MITHILA JEAMS
9 -	THANARAJAH KIRISHANTH
10 -	SILUVAIMUTHTHU ANOJAN
11 -	NAGARASA KIRUPAIRAJA
12 -	IRUTHAYAM VIYAJAKUMAR
13 -	MICHEL JUJIN DENARANS
14 -	ABDUL RAHUMAN BUHARI
15 -	THURAISINGAM KARUNAKARAN
16 -	ROTRIKO JASRIN NIMALRAJ
17 -	SIVARAJAH NIMALARAJAH
18 -	SUTHAKARAN SIYANTH
19 -	KIRUPANANTHI SATHEESWARAN
20 -	SEKARAN VINOTH
