ward	name
1 - Uragasmanhandiya North	Thiwanka Rajith Gunarathna
2 - Uragasmanhandiya South	Chamil Prasad Wijerathna
3 - Halgahawella	Ranasingha Hetti Arachchilage Saman Kumara Ranasingha
4 - Hipankanda	Welikolage Ransika Dilrukshi
5 - Magala	Madampage Sarath Indika De Zoysa
6 - Unagaswela	Hene Gamage Wasantha Samaranayaka
7 - Mahaedanda	Sameera Prasad Jayawardhana
8 - Thalgahawatta	Sanduni Lakshika Wickramasingha
9 - Barakanda	Maheel Rangajeewa Munasingha
10 - Kurundugaha Hethekma	Hewa Dewa Ramesh Sadaruwan
11 - Galagoda Atta	Poddiwala Marage Kelum Jayashantha
12 - Mahagoda	Pitiyage Sujith Hemantha
