ward	name
1 - Uragasmanhandiya North	T.H. Shriyananda Thilakasiri Hewawasam
2 - Uragasmanhandiya South	Hipankande Saranankara Thero
3 - Halgahawella	Jayamaga Hitihamilage Saranga Damayanthi
4 - Hipankanda	Kolambage Susantha Kumara
5 - Magala	Piyanka Senevirathna
6 - Unagaswela	Pemarathna Ranathunga
7 - Mahaedanda	Samaradiwakara Disanayakalage Sanjeewa Kumara
8 - Thalgahawatta	Pilegodage Gunapala
9 - Barakanda	Kolambage Gunapala
10 - Kurundugaha Hethekma	Ilandari Dewage Sunimal
11 - Galagoda Atta	M.R.G.Menike Malwaththegoda Ralalage Jayasuriya Menike
12 - Mahagoda	Disanayaka Mudiyanselage Rasika Pradeep Sampath
