ward	name
1 - Angulana	Hewana Hennadige Prasad Lahiru Dhananja
2 - Kaldemulla	Chakrawarthige Dinesh Sanjeewa Fernando
3 - Borupana	Samantha Lal Devinuwara Liyanawaduge
4 - Thelawala	Don Gamini Kularathna
5 - Soisapura	Heenatigala Kanaththage Mihiran Madhushan
6 - Lakshapathiya North	Kurukulasooriyage Sriyantha Kumarasiri Perera
7 - Uyana	Balapuwaduge Yasawathee Malini Mendis
8 - Lakshapathiya South	Malamarakkalage Lakshan Jayashantha Kure
9 - Katubedda North	Weragodage Kamil Mewan Priyangana
10 - Katubedda South	Sasanka Samankumari Ediriweera
11 - Molpe	Wickrama Arachchige Lahiru Sanjeewa
12 - Rawathawatta East	Weerahennadige Chamika Malshini Fernando
13 - Rawathawatta West	Liyanawatta Widanalage Don Nalindra Ruchira Kulathunga
14 - Idama	Kolamba Patabedige Deepa Chandrani Fernando
15 - kadalana	Dodampahalage Upali Fernando
16 - Moratumulla West	Sampatha Waduge Prasanna Jayaweera Mendis
17 - Moratumulla	Kanaththage Senoni Chamodya Fernando
18 - Willorawatta West	Thanthulage Suranga Lakmal Fernando
19 - Willorawatta East	Balapuwaduge Kalinga Isiwara Mendis
20 - Indibedda East	Kolambage Achini Gayathri Pieris
21 - Indibedda West	Wedikkara Arachchige Prisil Raveendra De Silva
22 - Moratuwella North	Weerahannadige Eranga Jayanath Fernando
23 - Moratuwella South	Warnadeepthiya Kurukulasooriya Paththini Hannadige Anil Kithsiri Rodrigo
24 - Koralawella West	Koruwage Madushan Laksiri Fernando
25 - Koralawella East	Mahamarakkala Kurukula Sooriya Patabendige Nilakshi Priyadarshani Perera
26 - Katukurunda North	Kolamba Patabendige Gayathri Kaushalya Fernando
27 - Katukurunda Suoth	Ranasinghe Arachchige Priyanthi Mallika Perera
28 - Egoda Uyana North Central	Kalanchi Dewage Janaka Manjula
29 - Egoda Uyana South	Katugahage Suranjith Perera
