ward	name
1 -	SASITHAJAHKUMARI RAVINTHIRAN
2 -	ANTHONIPPILLAI ARULRAJ
3 -	IYATHTHURAI ROBIN
4 -	MURUKAIYA SANTHIRASEKAR
5 -	VELU ESWARAN
6 -	SINNARASA SATHEESKANTH
7 -	KANTHASAMY THAVARASA
8 -	KATHIRKAMANATHAN UTHAYARAJAH
9 -	NIRANJALINA RONEYSANTH SASIKANTH
10 -	ANASTRI SANTHAKUMAR
11 -	ANANTHARASA RAMESHWARAN
12 -	RAJINI DEVID
13 -	PREEDA DAVID SOLAMAN
14 -	SIVALINGAM SIVAJINI
15 -	THEVATHAS THEVALAXMI
16 -	MUBARAK MUHAMMATHU IYUB
17 -	THADCHANAMOORTHY SHABEESANTH
18 -	SOMASUNTHARAM SOORIYAKANTHAN
19 -	IRUTHAYAKUMAR VINOTHA
20 -	KIRUBARASA RAMANAN
