ward	name
1 - Serana	Dissanayaka Mudiyanselage Muthubanda
2 - Keselpotha north	Rajapaksha Bandaralage Madhushika Nilmini Rajapaksha
3 - Keselpotha south	Randunu Pathirenehelage Nimal Dasanayaka Bandara
4 - Akiriyankumbura	Aluth Vidiya Koralalage Don Sampath Sandaruwan Gunathilaka
5 - Petiyagoda	Sitisekara Mudiyanselage Ariyadasa
6 - Uvatissapura	Dissanayaka Mudiyanselage Vimalasuriya
7 - Gamunupura	Dissanayaka Mudiyanselage Sarath Kumara
8 - Adaulpatha	Dissanayaka Mudiyanselage Chaminda Sampath Dissanayaka
9 - Rideemaliyadda North	KibulObbe Herath Mudiyanselage Manjula Dhammika Kumara
10 - Kuruvitanna	Welewanni Mudiyanselage Wasantha Kumara Welewanni
11 - Arawa	Dissanayaka Mudiyanselage Thissa Kumara
