ward	name
1 - kelebokka	Hewapawulage Don Darshana Manoj Hewapawula
2 - Mahapathana Watakele	Barigama Welimadinne Gedara Dhanasiri
3 - Kosgama	Mohideen Bawa Siddik Ramlan
4 - Thawalanthenna	Chaminda Senaka Jayarathna Malwadamgedara
5 - Beddegama Gomaraya	Rankothge Nimesh Hirusha Heshan Elkaduwa
6 - Araththana	Rankothge Shaminda Malisha Malshan Elkaduwa
7 - Madulkele	Rankothge Mahesh Priyantha Elkaduwa
8 - Hatale	Udawaththe Mudunkoth Gedara Pradeep Priyalal Udawaththa
9 - Angammana panvila	Rankoth Gedara Nirmala Damayanthi
10 - Pitawala Udugoda	Kiriban Deniye Gedara Amila Dilshan
