ward	name
1 - Vellankulam	Jesuthasan Punida Prisiththa
2 - Ilupaikadavai	Muniyasami Wijayapandi
3 - Periyamadhu	Nagoorkani Aasik Farhath
4 - Vidathaltivu	Albonse David
4 - Vidathaltivu	Rayappu Ranjith Dilipkumar
5 - Nedunkandal	Senkol Santhan
6 - Aalkadiveli	Muniyandi Nithyanandan
7 - Adampan	Muhammadu Haneefa Muhammadu Thaufeek
8 - Vaddakandal	Kandaiya Sawndararasa
8 - Vaddakandal	Aliyar Kaboor Ameen
9 - Madhu	Venista Parameswari Vasanthakumar
10 - Iranai Ilupaikulam	Ramanatha Vavuniyan Aadi Arunachalam
11 - Kakayankulam	Ismail Muhammathu Riyabu
