ward	name
1 - Rotalaweia	Weerasingha Mudiyanselage Pathum Sampath Weerasingha
2 - Ginnoruwa	Pradeep Samantha Kaluarachchi
3 - Ulhitya	Rathnayaka Mudiyanselage Chamara Jayavilal Sumana Santha
4 - Aluttarama	Rathnayaka Mudiyanselage Indika Ruwan Rathnayaka
5 - Girandurukotte	Rajapaksha Waththe Widanelage Thushari Dhammika Amarasigha
6 - Dambana	Rajapaksha Mudiyanselage Siriwardhana
7 - Beligalla	Rathnayaka Mudiyanselage Pathmasiri Rathnayaka
8 - Bathalayaya	Anil Liyanage
9 - Sorabora	Herath Mudiyanselage Nisshanka Prasanna Herath
10 - Mahiyanganaya	Alawaththe Kankanamge Nihal Kumara
11 - Elewela	Kotapamunuge Don Isuru Lakmal Dhananjaya Mendis
12 - Dambarawa	Gajanayaka Mudiyanselage Sajith Nuwantha Gajanayaka
13 - Mapakadawewa	Dissanayaka Mudiyanselage Somawathi
14 - pangaragammana	Lokawisthara Manamendra Patabandige Indrasena
