ward	name
1 -	Pathiraja Mudiyanselage Sugathsiri Pathiraja
2 -	Hettiacchi Pathirennehelage Shelton Premarathna
3 -	Devasinghage Don Ananda Jayasinghe
4 -	Karunahevage Chaminda Weerawansha
5 -	Warnasooriya Arachchilage Chaminda Warnasooriya
6 -	Warnasooriya Arachchillage Chamara Sampath Wijesingha
7 -	Ekanayake Mudiyanselage Nihal Ekanayake
8 -	Gamaralalage Karunarathna
9 -	Asurappulige Anura Ranjith Sarath Kumara
10 -	Kurugamage Ranjith Kumarasinghe
11 -	Rankothpedige Nilantha Sirikumara
12 -	Ranaweera Arachchilage Mahinda Sampath Ranaweera
13 -	Gamlath Ralalage Padma Kumari Weththeva
14 -	Karunaratne Chanadrathilaka Appuhamillage Eman Sisira Bandara
15 -	Kalugala Paniwidakaralage Priyanthi Manel Kumari
