ward	name
1 - Aluthgama	Jaward Rishard
2 - Doragamuwa	Hassim Mohammed Asry
3 - Yatawara	Seyyadu Ardeen Pawzul Inaya
4 - Gunembil	Mohamed Faleeldeen Fathima Fazra
5 - Meegammana	Sahul Hameed Mohamed Ramees
6 - Udathalawinna madige	Mohamed Ibrahim Mohamed Mahir
7 - Udathalawinna	Mohammadu Naina Muhammad Lareef
8 - Pallethalawinna	Ravan Oya Arachchila Gedara Pawsul Ameen
9 - Paranagama	Mohammed Anvar Mohamed Arshad
10 - Ambathenna	Zeenathul Hathiba Ibrahim
11 - Megodagama	Pelavidanele Gedara Mohamed Yehsan Mohamed Najme
12 - Kahalla	Mohamed Jawfer Najmi Ali
13 - Polgolla	Mohamed Wasool Wazeem Mohamed
14 - Meegamawaththa	Ahamadu Sulaimaan Muhamed Irshad
15 - Madawala madige	Hassim Mohammed Azmy
16 - Madawala	Ummu Kuludu Liyas
17 - Pihilladeniya	Abdul Hathy Fayas Ahmed
18 - Leemagahadeniya	Mohommed Fuwad Mohommed Irshad
