ward	name
1 - Gintota	Sanjeewa Lakmal Jayawardhana
2 - Dadalla	Kandauda Kapila Prabhath Kumara
3 - Bope	Gregarilage Lahiruchamikara Fernando
4 - kubalwella	Wekunagoda Hewage Lanka Lakshan De Silva
5 - Madawelamulla	Kankanam Pathiranage Ingal
6 - Deddugoda	Mohomad Arif Fazal Jifri
7 - Maitipe	Chalanie Samindika Dandeniya
8 -	Fiyas Mohamad Lathif
9 - Bataganvila	Jayasinghe Arachchige Vialot
10 - Sangamithapura	Alagiya Hewage Munaweera Ruwan Kumara
11 - Galwadugoda	Lahiru Jayasinghe Arambewela
12 -	Abdul Hasan Mohamad Rasik Anwer
13 -	Kapila Krishantha Kohombange
14 - Galle city	Panangala Liyanage Deshapriya
15 - weliwatta	Chandanie Gunasekara
16 - Thalapitiya	Mohomad Naseem Fausul Farsan
17 - Makuluwa	Mohamad Husein Fausul Niyas
18 - Milidduwa	Don Jayaweera Peiris
18 - Milidduwa	Mohomad Muhular Mohomad Yeseer
19 - Magalla	Kathaluwa Kodikarage Jilith Nishantha
20 - Katugoda	Mohamad Ansar Anwar
