ward	name
1 - Dambuluwana	Nambapanalage Kapila Samarajeewa
2 - Karangoda	Sirisena Vidana Pathirana
3 - Elapatha	Konarage Dhanushka Udayantha Disanayaka
4 - Weragama	Singhabahu Arachchige Pushpakumara
5 - Niriella	Ranawaka Arachchige Wasantha
6 - Hangamuwa	Dolegedara Nisantha Sirisena
7 - Pahala Karawita	Aluthayalage Dhanushka Dilshan Somarathna
8 - Nivithigala	Maddumage Premarathna Fernando
9 - Noragalla	Garu Wahampurage Renuka
10 - Watapota	Pelawaththe Amali Uthpala Gunathilaka
11 - Kolombugama	Manannage Nadeeka Wasanthi Upali
12 - Halkandaliya	Kavisa Wahumpurage Upali Amarawansha
13 - Uda Karawita	Wickrama Gama Athiralalage Chandrasiri Gunawardana
14 - Delwala	Singharage Milton Wimalarathna
