ward	name
1 - Thandikulam	Mayilvaganam Piratheepan
2 - Paddanichipuliyankulam	Junadun Fizer
2 - Paddanichipuliyankulam	Muhammadu Abdulkapur Muhammadu Harris
3 - Pandarikulam	Sivagnanam Mayuran
4 - Vairavapuliyankulam	Kirupalini Krishnadas
5 - Kudiyiruppu	Nickilas Anton Pradeepan
6 - Bazzar streer	Ratnasingham Partheepan
7 - Moonrumurippu	Kalaisothi Selvam
7 - Moonrumurippu	Marimuthu Rathnasingham
8 - Rambaikulam	Chandramohan Arulraj
9 - Sinnaputhukkulam	Uruththirasabapathi Vijayakumar
10 - Kovilkulam	Suwakkeen Don Bosco
