ward	name
1 -	Aluth Gedara Nilmini
2 -	Maddumage Samantha Chaminda Kumara
3 -	Bandaranayaka Mudiyanselage Sameera Chathuranga Jayasekara
4 -	Jawaram Peri Gedara Ajantha Kalyanawathi
5 -	Rathnayaka Mudiyanselage Anura Bandara
6 -	Kaluthara Guruge Yohan Sujeewa Jayasingha
6 -	Kulupana Budalge Madhu Jayanath Perera
7 -	Kapuralle Gedara Shanaka Wijerathna
8 -	Edirisingha Mudiyanselage Kiribanda Medagedara
9 -	Ketawala Mudiyanselage Saman Kumara
10 -	Bamunagammana Viyannalage Asanka Roshan Kumarasiri
11 -	Aluth Gedara Chanuka Isuranga Premarathna
12 -	Henarath Hettiarachchige Deshapriya Jaliya Hemantha Opatha
