ward	name
1 - Maththamagoda	Kande Vidanalage Sarath Kumara
2 - Galpatha	David Pathiranage Premasiri Jayalath
3 - Kabulumulla	Liyana Arachchilage Susantha Charuka Liyana Arachchi
4 - Yatiyanthota	Parussella Gamaralalage Sehan Keshaka
5 - Jayavindagama	Galappaththi Nerenchige Nandasena Wickramasooriya
6 - Dombepola	Uduwe Gamaralalage Siripala
7 - Amanawala	Kulasooriya Arachchilage Dharmapala
8 - Seepoth	Millagale Wedaralalage Nishanthi Subhashini Bandara
9 - Dunukedeniya	Parana Gamaralalage Sanjeewa Kumara
10 - Malwaththa	Dodampe Mudiyanselage Abeyrathne
11 - Neluwathukanda	Gulanawaththalage Dammika Priyadarshani Weerasinghe
12 - Ganepalla	Keerawella Muhandiramlage Rathnasena
14 - Meegasthenna	Aththana Gamaralalage Sisira Kumara Jinadasa
15 - Pelellegama	Neluwaththa Kanda Gamaralalage Ajith Kumara
16 - Gonagamuwa	Hettikanda Gamaralalage Tharuka Sanjeewani Kumarasinghe
17 - Kithulgala	Paliskara Mudiyanselage Anupa Daminda Paliskara
