ward	name
1 - Jalthara	Udaya Bharathie Kodithuwakku
2 - Atigala	Malin Krishantha Hapuarachchi
3 - Watareka	Madalagamage Ajith
4 - Meegoda	Singankutti Arachchige Manjula
5 - Nawalamulla	Nirmala Nirosha Hapuarachchi
6 - Mullegama	Ahangama Vithanage Padmasiri
7 - Homagama	Upasaka Appuhamilage Thilak Priyantha Abenayake
8 - Galawilawattha	Kulasinghe Arachchige Mahinda Perera
9 - Panagoda	Rushan Sanjeewa Pathegama Kuruppu
10 - Godagama	Kuruppu Achchige Nisansala Udayangani
11 - Owitigama	Kankanige Piyaseeli Perera
12 - Madulawa	Karunadasa Aronge Sunil Amarasiri palleyaya
13 - Dampe	Maddumage Kushan Kumara Maddumage
14 - Pitipana	Kuruppu Achchige Madhura Ranjana Kuruppu
15 - Kiriberiyakele	Matharage Dona Darshanie Chandramala Ariyasinghe
16 - Uduwana	Galathurage Charlas Ranathunga
17 - Magammana	Sampath Priyantha Kothalawala
18 - Hiripitiya	Asoka Jayantha Samarakkodi
19 - Siddhamulla	Nirmala Sukhitha Hapuarachchi
20 - Maththegoda Gama	Dewage Chanakanda Sirisoma
21 - Maththegoda Central	Podiwithenalage Malkanthi Perera
22 - Siyambalagoda	Maddumage Don Ashoka Lakshman
23 - Diyagama	Kankanam Gamage Sarath Kumara
24 - Dolahena	Wickrama Arachchige Nadeesha Kumari
25 - Kiriwaththuduwa	Anthonan Hettige Sujeewa Rodrigo
26 - Kahathuduwa	Jayalath Thanthrige Chamath Champika
27 - Wethara	Kotuwe Gedara Lasantha Harshan
28 - Palagama	Kodithuwakku Arachchige Asanka Indunil Karunarathna
