ward	name
1 - Jalthara	Kankanige Nimal Vijayasena Perera
2 - Atigala	Kelum Indrajith Lekamge
3 - Watareka	Dinesh Sulochana Lalpewickrama
4 - Meegoda	Mudunkotuwage Don Shantha
5 - Nawalamulla	Nilmini Renuka Amarasinghe
6 - Mullegama	Paththinige Kamal Priyashantha Gunawardhana
7 - Homagama	Wachchi Hennedige Dhanushka Udeshi Gunarathne
8 - Galawilawattha	Kankanige Yugath Priyantha Alvis
9 - Panagoda	Imiya Mudiyanselage Senaka Mangala Eriagolla
10 - Godagama	Singankutti Arachchilage Prasad Rasika Bandara Wickramasinghe
11 - Owitigama	Wickrama Arachchige Kushan Janitha Lakshan
12 - Madulawa	Yaddehige Upul Renuka Nishantha
13 - Dampe	Gangodagama Arachchige Udaya Priya Athula
14 - Pitipana	Matharage Don Asanka Pushpakumara
15 - Kiriberiyakele	Andarage Don Kumarasiri
16 - Uduwana	Bannek Rallage Sisira Bandara
17 - Magammana	Kothalawalage Keerthilatha
18 - Hiripitiya	Gamaachchi Vithanage Dhamitha Kumar Perera
19 - Siddhamulla	Handapangodage Ruwan Prabodha Peiris
20 - Maththegoda Gama	Weerathunga Arachchige Don Tharaka Lahiru
21 - Maththegoda Central	Uruvitiya Gamage Piyadasa
22 - Siyambalagoda	Uduwanage Don Manjula Sudarshana
23 - Diyagama	Sampath Pushpakumara Geeganage
24 - Dolahena	Kuruwe Arachchige Shila Sobina Weerarathna
25 - Kiriwaththuduwa	Kudamage Roy Pradeep Kumara
26 - Kahathuduwa	Liyanaarachchige Chammika Prasanna Anuradha
27 - Wethara	Chandrika Kumari Weerasinghe
28 - Palagama	Abesooriya Mahapatabedige Ajith Priyantha
