ward	name
1 - Tharaperiya	Palangasighe Kodithuwakku Arachchige Viraj Kavinda
2 - Nihiluwa	Weerasekara Kankanam Arachchige Dilan Maduranga
3 - Dammulla	Susil Liyanawanniarachchi
4 - Ihala beligalla	Jayantha Wickrama Rathnayake
5 - Agulmaduwa	Yatigala Lokugam Acharige Saman Wickramarathne
6 - Aranwela	Gamachchige Chandrani
7 - Waharakgoda	Kodithuwakkuge Jayakodi
8 - Mahaheella	Ariyarathna Abesooriya
9 - Getamanna	Welitharagei Wasantha
10 - Kudaheela	Jamuni Bandula Sirisenarathne
11 - Beliaththa	Meegasdeniye Kankanamge Rukshan Chamadu
12 - Puwakdandawa	Akmeemana Gam Acharige Wimalarathne
13 - Sitinamaluwa	Wickramasinghe Arachchige Lahiru Sampath
14 - Palapotha	Karaputugala Gamacharige Sanjila Nawodanee
15 - Nakulugamuwa	Pattiya Gamage Dammika Asoka Kumara
16 - Galagama	Aluthgama Guruge Sahiru Sasanka
