ward	name
1 -	Kasun Hiroshana Munasinghe
2 -	Chamilani Ruwandika Trimanna
3 -	Don Seeman Ralalage Dumindu Chathura Sampath
4 -	Rasika Dulantha Wickramanayeka
5 -	Amugoda Kankanamge Saman Kumara
6 -	Maddumage Don Athula
7 -	Kathri Arachchige Kantha Siriwardhana
8 -	Mohotha Durage Lalith Jayarathne
9 -	Kukula Kankanamage Don Lalith Nishantha Kulathunga
10 -	Thenkutti Wijitha Darshanie Kumari De Silva
11 -	Sembapperuma Arachchige Sirisena
12 -	Liyanaguruge Lal Ranjith Silva
13 -	Kanaththage Priyanka Damayanthi Gunawardhana
14 -	Karunakalage Jayakamal Silva
15 -	Lewwanduwa Liyanage Meryl Munasinghe
16 -	Wijesinghe Arachchige Vijitha Silva
17 -	Nabeeza Mohamad Ismath
17 -	Horawala Hewessa Kankanamge Dona Priyantha
18 -	Premarathna Nakandalage
19 -	Sasitha Duminda Wickramanayaka
