ward	name
1 - Ketawala	Manathunga Arachchige Neel Prasanna
2 - Siripagama	Galapitagedara Ranil Mahesh Bandara
3 - Sri Palabaddala	Hinatigalage Udaya Nuwan
4 - Kudawa	Kamburugamuwa Loku Arachchilage Sarath Kumara
5 - Dehenakanda	Pahalagama Witharamalage Karunathilaka
6 - Bambarabotuwa	Wewelwala Hewage Sanath Dhammika Ariyarathna
7 - Gurubewilagama	Arabe Gedara Laksiri Lakshan Karunarathna
8 - Batewela	Kapuge Sajith Sanjeewa Kapuge
9 - Amunutenna	Udupitiya Gamage Sisitha Priyankara
10 - Hapugastenna	Sunmugam Jayakumar
11 - Rathgama	Gallenalage Anura Prabhath Amarawansha
12 - Embuldeniya	Galgodage Deepika Nilmini
13 - Malangama	Labuthala Walawwe Karunarathna
14 - Amuthagoda	Ambalangodage Prasanna Mangala Silva
15 - Kahangama	Indula Jayantha Gunawardhana
16 - ketaliyanpalla	Konara Deniyage Seetha Abeyrathna
17 - Ethoya	Siyaththuwalage Wasantha
18 - Egoda Malwala	Malwala Baduwaththalage Ranasingha
19 - Meehitiya	Athukoralage Janaka Lakmal Athukorala
20 - Durekkanda	Disanayaka Mudiyanselage Nimal Priyadarshana
21 - Galabada	Hewa Gamage Ganga Chandani
22 - Banagoda	Paraduwa Basnayakalage Sumith Chandralal
