ward	name
1 - Ketawala	Balasubbramaniyam Jaya
2 - Siripagama	Perumal Ramar
3 - Sri Palabaddala	Subbramaniyam Saththiwel
4 - Kudawa	Munirathnam Ravichandran
5 - Dehenakanda	Puwanendran Sudakaran
6 - Bambarabotuwa	Nadaraj Wasandan
7 - Gurubewilagama	Kalimuththu Winayagamurthi
8 - Batewela	Ramalingam Siwakumar
9 - Amunutenna	Palaiya Sarath Kumar
10 - Hapugastenna	Kodandapani Ganeshan
11 - Rathgama	Ramar Anjana Nirman
12 - Embuldeniya	Angamuththu Rajmogan
13 - Malangama	Jayaraman Sudarshan
14 - Amuthagoda	Gowindaraj Parimila
15 - Kahangama	Gopal Selwa Kumaran
16 - ketaliyanpalla	Subbramaniyam Ramanikumar
17 - Ethoya	Perumal Rajarathnam
18 - Egoda Malwala	Sathyawel Sathyamogan
19 - Meehitiya	Ramasami Mogan
20 - Durekkanda	Periyasam Palasubbramani
21 - Galabada	Arumugam Maheshwaran
22 - Banagoda	Nawasiwayam Nawanida
