ward	name
1 - Halpathota	Manjula Gonsal Korala
2 - Baddegama Town	Adikaram Batuwaththage Anura
3 - Nayapamula	Godakanda Kankanamge Nandana
4 - Hemmeliya	Ileperuma Arachchi Shantha
5 - Lelwala	Priyani Ashoka Vithana
6 - Weihena	Mudalige Ariyasena
7 - Baddegama south	Dolamulla Gamage Suvin Sameera
8 - Ganegama	Nanayakkara Wasan Egodage Buwaneka
9 - Keredewela Majuwana	Upali Nagoda Vithana
10 - Ginimellgaha	Mampitiye Siri Sumana Thero
11 - Thelikada	Gunawardhana Mudalige Chandana Pushpakumara
12 - Balagoda	Makalanda Gamage Aruna Indika
13 - Andurathvila	Thushantha Nireshi Jayasooriya
14 - Pahala Keembiya	Jagath Wickrama Welivitigoda
15 - Deiyandara	Urala Gamage Prasantha
16 - Wanduramba	Narangoda Lokuge Amarasiri
17 - Mabotuwana	Keembiya Hettige Ruwan Pradeep Kumara
18 - Pitiharawa	Dapana Durage Chandra Malkanthi
19 - Ihala Keembiya	Kankani Gamage Duminda Lalith Dayakantha Senevirathna
