ward	name
1 - Sellipigama	Disanayaka Mudiyanselage Thilini Sakura Dilahari Nishshanka
2 - Rampadeniya	Vidanalage Waththa Jayasundara Mudiyanselage Dammika Ranasingha
3 - Kalugala	Lanuhewage Sarath Kumara
4 - Polpitiya	Dikowita Herath Mudiyanselaga Nimal Chandarasiri
5 - Jambuthenna	Uduhenkande Lekamlage Nimalsiri
6 - Kehelwarawa	Medagedara Bandula Weerarathna
7 - Lakshapana	Ekanayake Arachchilage Shaminda Dayarathna
8 - Vidulipura	Adikaram Arachchige Don Ajantha Nelum Kumara
9 - Ginigathhena	Digala Dewage Dewappriya Wilson Kulathilaka
10 - Watawala	Ramasami Rajarathnam
11 - Rosella	Jebamalai Jesudasan
12 - Ruwanpura	Palani Pushpakumar
13 - Shanon	Mahendran Kalaivannan
