ward	name
1 -	Ilankoon Mudiyanselage Udaya Kumara Ilankoon
2 -	Dassanayake Mudiyanselage Pushpa Anura Dassanayake
3 -	Jayakody Arachchilage Sumedha Narada Jayakody
4 -	Walgama Ariyakiththi Thero
5 -	Ilankoon Mudiyanselage Anuruddha Bandara
6 -	Derik Golda Pethum Paul
7 -	Mannapperuma Mudiyanselage Thilak Pushpakumara Mannapperuma
8 -	Katugampala Dewage Ariyapala
9 -	Ranathunga Jayasekara Koralalage Seelawathie Ranathunghe
10 -	Dissanayaka Mudiyanselage Thilakawathie
11 -	Imihamy Thennakoon Mudiyanselage Champika Bandara Pothuhera
12 -	Hetti Arachchilage Leelawathie
13 -	Senadhipathi Mudiyanselage Deepthi Kumara Senadhipathi
14 -	Wijesundara Mudiyanselage Gunathilake
15 -	Weerasekara Mudiyanselage Nadeesha Hansa Kumara Mahindasiri
16 -	Jayasinghe Mudiyanselage Saman Jayathilaka
17 -	Horathal Pedige Dhanusena
18 -	Abdul Razak Mohamed Faheem
18 -	Adhikari Achchillage Nandawathie
19 -	Singappuli Ralalage Janaka Roshan
20 -	Navoda Nilakshi Rajapaksha
21 -	Athugalage Livera Gunathilaka
22 -	Ekanayake Mudiyanselage Udara Shanaka Ekanayake
