ward	name
1 - kandapola	Saththiyanathan Suresh
2 - Park	Dhanapala Sudharshan
3 - Galpalama	Malayappan Parameshwary
4 - Pedroo	Udayakumar Kavithra
5 - Shanthipura	Kumarasami Dharmaraja
9 - Nanuoya	Rajeshwary Murugesh Selvakumar
10 - Magoda	Varathan Pragalathan
11 - Ruwaneliya	Selldhurai Anusha
12 - Seethaeliya	Sagadevan Dhayalan
13 - Meepilimana	Velautham Meenalogini
14 - Perakumpura	Rajavel Sasikumar
15 - Kirimetiya	Kadiravel Madamuthu
16 - Waltrim	Krishnakumar Dushanthan
29 - Ambewela	Rajendran Pathmasugan
