ward	name
1 - Sedawatta	Galahitiyavage Jeevani Dilrukshi Perera
1 - Sedawatta	Napawala Gamladdalage Sharinga Chathumini Gamlath
2 - Wadulla	Rathnayake Mudiyanselage Chaminda Lasantha
3 - Orugodawatta	Denagamage Upul Priyadarshana
4 - Wellampitiya	Wagawaththa Mudalige Iroshana
5 - Dahampura	Manatunga Arachchige Milinda Chanaka Manathunga
6 - Kolonnawa	Denagamage Lasantha Pushpakumara
6 - Kolonnawa	Dissanayake Mudiyanselage Janaki
7 - Singhapura	Ilukgale Gedara Chaminda
8 - Salamulla	Manathunga Arachchilage Indunil Amila Manathunga
9 - Gajabapura	Juanvadu Sarath Silva
