ward	name
1 - Sedawatta	Disawe Mudiyanselage Chandrika Jayamali Dissanayake
1 - Sedawatta	Disawe Mudiyanselage Nilupa Vijayanthi
2 - Wadulla	Mawalage Gayathri Kaushalya Perera
3 - Orugodawatta	Gavarammana Mapa Mudiyanselage Ridmi Tharuka
4 - Wellampitiya	Ganhevage Ramitha Sulakshana
5 - Dahampura	Jayasinghe Arachchilage Suranjith
6 - Kolonnawa	Kariyavasam Bovithanthri Navoda Madhushani
6 - Kolonnawa	Vidana Arachchilage Sande Sewwandi
7 - Singhapura	Muthutanthrige Krishanthi Sasindu cooray
8 - Salamulla	Ganghewage Rumesha Priyadarshani
9 - Gajabapura	Disawe Mudiyanselage Ruwan Damayanti Dissanayake
