ward	name
1 - Ketawala	Lakshamudalige Nishshanka Lakshman Wickramapala Wijesinghe
2 - Siripagama	Kahangama Yogamage Amarasinghe
3 - Sri Palabaddala	Kahangama Mananage Piyasena
4 - Kudawa	Ihala Gamage Eranda Dickman Jayantha
5 - Dehenakanda	Rajgopal Wijayaraj
6 - Bambarabotuwa	Balakotunne Witharamalage Subasinghe
7 - Gurubewilagama	Pahalagama Witharamalage Duminda Witharana
8 - Batewela	Athapaththu Sahabandhu Samakoon Arachchilage Priyantha Kumara Gunasiri
9 - Amunutenna	Laksha Mudiyanselage Thamara Subhashini Karunarathna
10 - Hapugastenna	Jeyaraman Shashikala
11 - Rathgama	Gangabada Vidanelage Anusha Viraj
12 - Embuldeniya	Pahala Baduwalage Sunil Rathnayaka
13 - Malangama	Thepulangoda Mudiyanselage Manjula Susantha Lal Champaka Jinadasa
14 - Amuthagoda	Komala Withanage Kamani Senadeera
15 - Kahangama	Muththan Anandan
16 - ketaliyanpalla	Mananage Sampath Mangala Darmadasa
17 - Ethoya	Kanthi Liyanage
18 - Egoda Malwala	Ellewalage Ranjith Fernando
19 - Meehitiya	Bellangamage Nuwan Madushanka Ranjith
20 - Durekkanda	Rathnaweerage Aruni Nisansala Ranaweera
21 - Galabada	Munasinghage Don Chandrasena
22 - Banagoda	Wiyannalage Priyantha Weerasekara
