ward	name
1 - Ketawala	Alutha Manage Mahesika Neranjani
2 - Siripagama	Kangaappulage Budhdhi Sandaruwan
3 - Sri Palabaddala	Hewa Rahinge Janith Lakshan Kumarasiri
4 - Kudawa	Hewa Rahinge Geeth Madushan Kumarasiri
5 - Dehenakanda	Godahena Neketh Kiyannalage Asela Sanjaya Kumara
6 - Bambarabotuwa	Gayinnawaththe Davithlage Upul Priyantha Wickramasinghe
7 - Gurubewilagama	Sembapperuma Arachchilage Jeewan Sugathapala
8 - Batewela	Pahalagama Witharamalage Sunethra Priyanka Witharana
9 - Amunutenna	Godahena Neketh Kiyannalage Harshana Dilshan Kumara
10 - Hapugastenna	Jayaraman Susikumar
11 - Rathgama	Batepola Babanisage Sachini Nisansala Kulasinghe
12 - Embuldeniya	Amarasinghe Gamaathi Ralalage Shelton Weerasiri
13 - Malangama	Gammudalige Sarath Wasantha Kumara
14 - Amuthagoda	Athawudage Don Nadisha Ishara Athawuda
15 - Kahangama	Amarasinghe Gama Athiralalage Anura Weerasiri
16 - ketaliyanpalla	Getaaraluve Lekamlage Anuradha Wijerathna
17 - Ethoya	Baduwaththalage Kusumawathi
18 - Egoda Malwala	Kajuwaththe Ranhamilage Easala Sandun Wimalasiri
19 - Meehitiya	Wadumethrige Amal Pradeep Navinda
20 - Durekkanda	Wijekumaran Lalith Kumar
21 - Galabada	Kajuwaththe Ranhamilage Somasiri
22 - Banagoda	Uwage Indu Tharangani Premawardana
