ward	name
1 - Ketawala	Heraliyawaththa Kiriyalage Ranathunga
2 - Siripagama	Vithanage Don Dhammika Wajira Kumara
3 - Sri Palabaddala	Ruwan Pathiranage Siriyalatha
4 - Kudawa	Pinwaththalaya Wijesinghe
5 - Dehenakanda	Jayasekara Kankanamalage Nadeeka Chandana
6 - Bambarabotuwa	Berenduwe Manannalage Muditha Sampath Chandrarathna
7 - Gurubewilagama	Alupotha Kankanamalage Priyalath Saman Kumara
8 - Batewela	Kempanawaththe Aranorislage Jayarathna
9 - Amunutenna	Weerakkodi Arachchilage Aruna Prasannna Weerakkodi
10 - Hapugastenna	Dorasami Prabakaran
11 - Rathgama	Rathgama Babanisalage Nalaka Sudathsiri Hemapala
12 - Embuldeniya	Uggalage Nandani Suraweera
13 - Malangama	Demalaporuwe Kankanamalage Wasantha Shelton
14 - Amuthagoda	Kurumbara Arachchilage Jayasiri
15 - Kahangama	Wedisiriyalage Saman Duminda Bandara
16 - ketaliyanpalla	Galagedara Rajapakshalage Kemasiri
17 - Ethoya	Manannalage Ravindra Lasantha Wansanatha
18 - Egoda Malwala	Muruththawala Koralalage Priyantha Premanath Muruththawala
19 - Meehitiya	Amarakoon Mudiyanselage Nilanthi
20 - Durekkanda	Pahaladurage Udaya Chanaka Lakmal
21 - Galabada	Owala Kankanamalage Mayura Prasad Lakmal
22 - Banagoda	Kuburagawagedara Bhagya Dewinda Rajapaksha
