ward	name
1 - Koholana	Addarage Don Karunarathna
2 -	Kahavalage Don Gayan Chaminda Kumara
3 -	Sellapperumage Dammika Fernando
4 -	Guneththi Prasanna Chandralal De Silva
4 -	Bombuvala Devage Ruvan Rangana Lakmal
5 -	Alagavelu Ramanadan
6 -	Ranasingha Arachchige Samantha
7 -	Thuiyalage Nimal Priyashantha
8 -	Suriyapata Bandige Dedunu Priyangani
9 -	Galhenage Nishantha Pradeep Alwis
10 -	Priyantha Nushan Vijekulasuriya
11 -	Vidana Pathiranage Kumudu
12 -	Dikpita Hevage Chamila Subashini
13 -	Bopage Neel
