ward	name
1 - Kosgama	Aththanayakage Deepthi Kumara Wijerathna
2 - Eswatta	Leemagasthanna Gedara Sarath Chandrasiri
3 - Hingurala	Maththamagoda Kankanamalage Athula Krishantha Alvis
4 - Kadugoda	Naiduhewa Janka Nilanga De Silva
5 - Salawa	Meregngnage Anura De Silva
6 - Kaluaggala	Wahalathanthrige Manoj Sanjeewa Priyawardhana
7 - Suduwella	Lasantha Kumara Balasooriya
8 - Weragolla	Muthuthanthrige Sujatha Sri Chandrasekara
9 - Ilukovita	Balaenna Dewage Krishantha Arunasiri Dharmapala
10 - Welikanna	Rupasingha Arachchige Dona Chandani
11 - Kahahena	Wawita Vidanalage Don Priyal Kumudu Wawita
12 - Diddeniya	Makawitage Anjana Pradeep Kumara Siriwardhane
13 - Hanwella	Kariyawasam Athukoralage Fileeshiya Anot Olga
14 - Jayaweeragoda	Marasinghewadige Don Gopathi Gnathilaka
15 - Thunnana	Herath Liyanage Wimalaratne
16 - Mawathagama	Walikanna Mohottige Jagath Priyantha
17 - Pitumpe	Karunathilakage Chandima Deepal
18 - Uggalla	Don Upula Kumara Ajantha Perera Jayathilaka
19 - Pinnawala	Kankanige Don Pushpa Sampath Gunasinghe
20 - Waga	Sooriyage Nishantha Ruwan Kumara
21 - Bope	Gamage Kumudinee Jayawardhane
22 - Weragala	Chandima Sajeevani Bandara Wijeratne
23 - Arukwattha	Padukka Vidanalage Colin Chandana Amarabandu
24 - Galagedara	Mohammad Kalidu Mohammad Razik
25 - Padukka	Padukka Vidanalage Bimal Harinda Preethi Kumara
26 - Udumulla	Tharanga Prasanna Wickramarathne Siriwardhane
