ward	name
1 - Galabadawathta	Thiruchelvam Krishnathevar
2 - Rangala	Selliahya Yoganathan
3 - Makuldeniya	Vengudu Thirunayanasambathan
4 - Werapitiya	Padmanadan Geetha Kumari
5 - Putuhapuwa	Marimuttu Sivakumaran
6 - Watapana	Selvaraja Sivamalar
7 - Ellepola	Somu Rajendran
8 - karalliyadda	Ras Thavaraja
9 - Rambukwella	Sabariyapan Dhanaraja
10 - Amupitiya	Alagan Vishwanathan
11 - Udispathtuwa	Kanaganathan Vijeyaraj
12 - Poddalgoda	Danalatchumi Sivanathan
13 - Retiyagama	Wellasami Wijekumar
14 - Rambukpotha	Muthu Nadaraja Palanimuththu
15 - Medamahanuwara	Kathan Ramanathan
16 - Wegala	Suppiaha Vivekanandhan
17 - Senarathwela	Periyanpillei Karupaiya Rajendran
18 - Ambale	Ramakrishnan Chithrakala
19 - wendarawa	Marimuththu Padmanadan
