ward	name
1 - kahataruppa	Dissanayaka Mudiyanselage Piyadasa
2 - Madugasthalawa	Siwalingam Yogaraj
3 - Welgolla	Weerasingha Mudiyanselage Pradeep Bandara Weerasingha
4 - Maligathenna	Eewamparam Sudakaran
5 - Tolabowaththa	Arumugam Sadiskumar
6 - Passara	Mohomad Aliyar Musammil
6 - Passara	Hettiwannaku Nawarathna Bandara Rajapakasha Mudiyanselage Rukman Gamini Rajapaksha
7 - Sapuroda	Hewaponsekage Susantha Ponseka
8 - Pelgahathenna	Mohidin Abdul Kadar
9 - Puhulwaththa	Jeyanthiran Nishandani
10 - Ambathenna	Thuwan Ansar Farid
11 - Bibilegama	Karupayya Nirmaladevi
12 - Kanawerella	Sukirtha Nandam Karthiswaran
