ward	name
1 - kahataruppa	Dissanayaka Mudiyanselage Rohana Kumara Sisira Dissanayaka
2 - Madugasthalawa	Dissanayaka Mudiyanselage Preethika Priyadarshani
3 - Welgolla	Rathnayaka Mudiyanselage Weerathunga
4 - Maligathenna	Samarakoon Mudiyanselage Ajith Chandrakumara de Samarakoon
5 - Tolabowaththa	Rajapaksha Waththe Widanelage Ghanawathi
6 - Passara	Beligahagedara Peterlage Anula de Silva
6 - Passara	Wanni Arachchige Nimal Jayasingha
7 - Sapuroda	Katupulle Mudiyanselage Wijerathna
8 - Pelgahathenna	Wanasingha Mudiyanselage Irangani
9 - Puhulwaththa	Thamilwanam Vimalraji
10 - Ambathenna	Handunneththi Kokila Idunil Chameera Mendis
11 - Bibilegama	Konara Mudiyanselage Somapala
12 - Kanawerella	Gunamuni Gayathra Madurangi Mandis
