ward	name
1 - Andeniya	Dissanayaka Mudiyanselage Idunil Hemachandra Dissanayaka
2 - Sirimalgoda	Samarakoon Jayasundara Mudiyanselage Nimal Gunawardana
3 - Dhamanwara	Samarakoon Mudiyanselage Abey Jayawansha
4 - Kendagolla	Dissanayaka Mudiyanselage Athula Gunathilaka
5 - Thelbedda Estate	Periyasami Lechchuman Perumal
6 - Wewessa	Dharmaraj kaladevi
7 - Vineethagama	Dissanayaka Mudiyanselage Rohana Dissanayaka
8 - Udawela	Jayaweera Patabadhige Tharanga Jayaweera
9 - Rambukpotha	Weragal Muththalage Sarath Hemakumara
10 - Gllen Elpin	Rajapaksha Mudiyanselage Rohith Deepal Rajapaksha
